en_ente;en_nombre;en_subtipo;en_filial;en_oficina;en_ced_ruc;en_fecha_crea;en_fecha_mod;en_imagen;en_direccion;en_referencia;en_casilla;en_casilla_def;en_tipo_dp;en_balance;en_grupo;en_pais;en_oficial;en_actividad;en_retencion;en_mala_referencia;en_comentario;en_cont_malas;en_nomlar;en_patrimonio_tec;en_vinculacion;en_tipo_vinculacion;c_posicion;c_tipo_compania;c_rep_legal;c_activo;c_pasivo;c_es_grupo;c_capital_social;c_reserva_legal;c_fecha_const;c_nombre_completo;c_plazo;c_estatutos;c_direccion_domicilio;c_fecha_inscrp;c_objeto_social;c_fecha_aum_capital;c_rep_jud;c_rep_ex_jud;c_notaria;c_capital_inicial;c_num_acciones;c_cap_pagado;p_c_apellido;p_nit;p_carne_electoral;p_licencia;en_reg_fiscal;en_giro;p_dir;p_din;en_calificacion;c_tamano;s_tipo_soc_hecho;p_p_apellido;p_s_apellido;p_sexo;p_fecha_nac;p_profesion;p_pasaporte;p_estado_civil;p_num_cargas;p_nivel_ing;p_nivel_egr;p_tipo_persona;p_personal;p_propiedad;p_trabajo;p_soc_hecho;p_fecha_ingreso;p_fecha_expira;en_categoria;en_serv_adic;en_comen_adic;en_nombre_largo;en_usuario_crea;en_usuario_mod;en_oficina_mod;en_paga_iva;p_fecha_emision_cedula;p_fecha_expiracion_cedula;p_dependientes;p_oficio;en_domiciliado;c_folio;c_libro;p_carnet_res;p_carnet_min;p_partida_nac;p_fecha_emision_dui;p_fecha_vencimiento_dui;en_banca;p_emp_banc;p_representado;en_coment_act;en_fecha_act;en_nombre2;en_pais_nac;en_rango_ingresos;en_nombre1;en_tipo_segmento;en_segmento_negocio;en_afiliate_code;en_std_industry_code;en_glb_finance_cid;en_pais_residencia;en_base_number;en_ciudad_nac;en_perfil;;;;;;;;;
78530782;NOMBRE_78530782;P;1;122;IDENTIFCR_78530782;Feb 23 2018 12;12:00:00 AM;Feb 23 2018 12;12:00:00 AM;;2;;;;;;;1;1;1900;S;N;COMENTARIO_78530782;0;NOMLAR_78530782;;;;;4;;;;;;;;;;;;;;;;;;;;;APELLIDOC_78530782;IDENTIFN_78530782;;;;105;;IDENTIFD_78530782;N;;;APELLIDOP_78530782;APELLIDOS_78530782;F;Jan 10 1985 12;12:00:00 AM;0;;S;;;;PA;;;;;;;A;;;NOMBRELAR_78530782;sa;;;S;;;;;;;;;;;;;OTR;;;;;NOMBRE2_78530782;;;NOMBRE1_78530782;92;9299;;;0;1;0;;N;;;;;;
78530790;NOMBRE_78530790;P;1;238;IDENTIFCR_78530790;Mar 28 2008 12;12:00:00 AM;Mar 31 2010  8;38PM;;2;;;;;;;1;19;1000;S;N;COMENTARIO_78530790;0;NOMLAR_78530790;;;;;4;;;;;;;;;;;;;;;;;;;;;;IDENTIFN_78530790;;;;59;;IDENTIFD_78530790;N;;;APELLIDOP_78530790;APELLIDOS_78530790;F;Jun 23 1982 12;12:00:00 AM;0;;S;;;;PA;2;;1;;;May 14 2011 12;12:00:00 AM;A;;;NOMBRELAR_78530790;sa;;;N;;;0;;S;;;;;;;;OTR;;;;;NOMBRE2_78530790;;A;NOMBRE1_78530790;92;9299;;;0;1;0;;N;;;;;
78530804;NOMBRE_78530804;P;1;122;IDENTIFCR_78530804;Oct 22 2015 12;12:00:00 AM;Jul 6 2017  3;13PM;;2;;;;;1;;1;22;1600;S;N;COMENTARIO_78530804;0;NOMLAR_78530804;;;;;4;;;;;;;;;;;;;;;;;;;;;;IDENTIFN_78530804;;;0;81;;IDENTIFD_78530804;N;COR;;APELLIDOP_78530804;APELLIDOS_78530804;F;Jan 29 1991 12;12:00:00 AM;110;;C;;;;PA;1;;1;;;;A;;CLIENTE ACTUALIZADO;NOMBRELAR_78530804;sa;do44246;132;S;;;1;;S;;;;;;;;OTR;;;;Jul 6 2017  3;13PM;NOMBRE2_78530804;1;D;NOMBRE1_78530804;92;9299;;;0;1;0;;N;;;;;
78530812;NOMBRE_78530812;P;1;238;IDENTIFCR_78530812;Jul 24 2009 12;12:00:00 AM;Apr 4 2010  7;37PM;;2;;;;;;;1;19;1000;S;N;COMENTARIO_78530812;0;NOMLAR_78530812;;;;;4;;;;;;;;;;;;;;;;;;;;;;IDENTIFN_78530812;;;0;60;;IDENTIFD_78530812;N;;;APELLIDOP_78530812;APELLIDOS_78530812;F;Sep 13 1986 12;12:00:00 AM;105;;S;;;;PA;2;;1;;;;A;;CLIENTE ACTUALIZADO;NOMBRELAR_78530812;sa;kl39596;132;N;;;1;;S;;;;;;;;OTR;;;;Apr 4 2010  7;37PM;NOMBRE2_78530812;1;A;NOMBRE1_78530812;92;9299;;;0;1;0;;N;;;;;
78530820;NOMBRE_78530820;P;1;172;IDENTIFCR_78530820;Apr 12 2017 12;12:00:00 AM;Jan 3 2025 10;11:00:00 AM;;2;0;0;;;0;;1;22;1000;S;N;COMENTARIO_78530820;0;NOMLAR_78530820;;;;;4;;;;;;;;;;;;;;;;;;;;;;IDENTIFN_78530820;;;0;61;;IDENTIFD_78530820;N;COR;;APELLIDOP_78530820;APELLIDOS_78530820;F;Jul 1 1989 12;12:00:00 AM;102;;C;;;;PA;1;0;1;0;;;A;;CLIENTE ACTUALIZADO;NOMBRELAR_78530820;ce05457;pr34689;132;S;;;2;;S;;;;;;;;OTR;;;;Jan 3 2025 10;11:00:00 AM;NOMBRE2_78530820;1;C;NOMBRE1_78530820;92;9299;;;0;1;0;1406;N;;;;;
78530839;NOMBRE_78530839;P;1;122;IDENTIFCR_78530839;Nov 21 2017 12;12:00:00 AM;Nov 21 2017 12;12:00:00 AM;;2;;;;;;;1;1;1900;S;N;COMENTARIO_78530839;0;NOMLAR_78530839;;;;;4;;;;;;;;;;;;;;;;;;;;;APELLIDOC_78530839;IDENTIFN_78530839;;;;105;;IDENTIFD_78530839;N;;;APELLIDOP_78530839;APELLIDOS_78530839;F;Mar 21 1987 12;12:00:00 AM;0;;C;;;;PA;;;;;;;A;;;NOMBRELAR_78530839;sa;;;S;;;;;;;;;;;;;OTR;;;;;NOMBRE2_78530839;;;NOMBRE1_78530839;92;9299;;;0;1;0;;N;;;;;;
78530847;NOMBRE_78530847;P;1;122;IDENTIFCR_78530847;Feb 26 2012 12;12:00:00 AM;Jun 12 2017  3;39PM;;2;;;;;1;;1;22;1000;S;S;COMENTARIO_78530847;1;NOMLAR_78530847;;;;N;4;;;;;;;;COMCOMP_78530847;;;;;;;;;;;;;;IDENTIFN_78530847;;;0;60;;IDENTIFD_78530847;N;COR;;APELLIDOP_78530847;APELLIDOS_78530847;F;Apr 26 1962 12;12:00:00 AM;114;;C;;;;PA;1;;1;;;;A;;CLIENTE ACTUALIZADO;NOMBRELAR_78530847;;do44246;132;S;;;1;;S;;;;;;;;OTR;;;;Jun 12 2017  3;39PM;NOMBRE2_78530847;1;C;NOMBRE1_78530847;92;9299;;;0;1;0;;N;;;;;
78530855;NOMBRE_78530855;P;1;122;IDENTIFCR_78530855;Jun 4 2024 12;12:00:00 AM;Jun 4 2024 12;12:00:00 AM;;2;;;;;;;1;1;1900;S;N;COMENTARIO_78530855;0;NOMLAR_78530855;;;;;4;;;;;;;;;;;;;;;;;;;;;;IDENTIFN_78530855;;;;105;;IDENTIFD_78530855;N;;;APELLIDOP_78530855;APELLIDOS_78530855;F;Jan 3 1985 12;12:00:00 AM;0;;S;;;;PA;;;;;;;A;;;NOMBRELAR_78530855;sa;;;S;;;;;;;;;;;;;OTR;;;;;NOMBRE2_78530855;;;NOMBRE1_78530855;92;9299;;;0;1;0;;N;;;;;;
78530863;NOMBRE_78530863;P;1;236;IDENTIFCR_78530863;May 11 2021 12;12:00:00 AM;May 11 2021 12;12:00:00 AM;;1;0;0;;;0;;1;0;0;N;N;COMENTARIO_78530863;0;NOMLAR_78530863;;;;;4;;;;;;;;;;;;;;;;;;;;;;IDENTIFN_78530863;;;;;;IDENTIFD_78530863;;;;APELLIDOP_78530863;APELLIDOS_78530863;F;Jan 20 1999 12;12:00:00 AM;;;A;;;;PA;0;0;0;0;;;A;;;NOMBRELAR_78530863;aa03334;;;S;;;;;N;;;;;;Sep 20 2016 12;12:00:00 AM;Sep 20 2026 12;12:00:00 AM;;;; ;;NOMBRE2_78530863;;;NOMBRE1_78530863;92;9299;;;0;1;0;;N;;;;
78530871;NOMBRE_78530871;P;1;122;IDENTIFCR_78530871;Oct 17 2023 12;12:00:00 AM;Oct 17 2023 12;12:00:00 AM;;2;;;;;;;1;1;1900;S;N;COMENTARIO_78530871;0;NOMLAR_78530871;;;;;4;;;;;;;;;;;;;;;;;;;;;APELLIDOC_78530871;IDENTIFN_78530871;;;;105;;IDENTIFD_78530871;N;;;APELLIDOP_78530871;APELLIDOS_78530871;F;Dec 25 1995 12;12:00:00 AM;0;;S;;;;PA;;;;;;;A;;;NOMBRELAR_78530871;sa;;;S;;;;;;;;;;;;;OTR;;;;;NOMBRE2_78530871;;;NOMBRE1_78530871;92;9299;;;0;1;0;;N;;;;;;
78530880;NOMBRE_78530880;P;1;122;IDENTIFCR_78530880;Jan 13 2023 12;12:00:00 AM;Jan 13 2023  1;15PM;;2;;;;;;;1;1;1500;S;N;COMENTARIO_78530880;0;NOMLAR_78530880;;;;;4;;;;;;;;;;;;;;;;;;;;;APELLIDOC_78530880;IDENTIFN_78530880;;;;54;;IDENTIFD_78530880;N;;;APELLIDOP_78530880;APELLIDOS_78530880;F;Nov 13 1999 12;12:00:00 AM;306;;S;;;;PA;2;;1;;;;A;;;NOMBRELAR_78530880;sa;;;S;Dec 18 2015 12;12:00:00 AM;Dec 18 2025 12;12:00:00 AM;;;;;;;;;;;OTR;;;;;NOMBRE2_78530880;1;F;NOMBRE1_78530880;92;9299;;;0;1;0;1003;N;;;;
78530898;NOMBRE_78530898;P;1;122;IDENTIFCR_78530898;Feb 26 2012 12;12:00:00 AM;Nov 13 2020 10;39AM;;2;;;;;;;1;1;1900;S;N;COMENTARIO_78530898;;NOMLAR_78530898;;;;N;4;;;;;;;;COMCOMP_78530898;;;;;;;;;;;;;;IDENTIFN_78530898;;;;105;;IDENTIFD_78530898;N;;;APELLIDOP_78530898;APELLIDOS_78530898;F;Jan 12 1977 12;12:00:00 AM;0;;C;;;;PA;;;1;;Feb 26 2012 12;12:00:00 AM;;A;;;NOMBRELAR_78530898;;;;;;;0;;;;;;;;;;OTR;;;;;NOMBRE2_78530898;;C;NOMBRE1_78530898;92;9204;;;0;1;0;;N;;;;;
78530901;NOMBRE_78530901;P;1;122;IDENTIFCR_78530901;Feb 26 2012 12;12:00:00 AM;Mar 15 2012 12;12:00:00 AM;;2;;;;;;;1;1;1900;S;N;COMENTARIO_78530901;;NOMLAR_78530901;;;;N;4;;;;;;;;COMCOMP_78530901;;;;;;;;;;;;;;IDENTIFN_78530901;;;;105;;IDENTIFD_78530901;N;;;APELLIDOP_78530901;APELLIDOS_78530901;M;Jan 1 1900 12;12:00:00 AM;0;;C;;;;PA;;;1;;Feb 26 2012 12;12:00:00 AM;;A;;;NOMBRELAR_78530901;;;;;;;0;;;;;;;;;;OTR;;;;;NOMBRE2_78530901;;A;NOMBRE1_78530901;92;9299;;;0;1;0;;N;;;;;
78530910;NOMBRE_78530910;P;1;238;IDENTIFCR_78530910;Sep 23 2006 12;12:00:00 AM;Mar 31 2010  8;17PM;;2;;;;;;;1;19;1000;S;N;COMENTARIO_78530910;0;NOMLAR_78530910;;;;;4;;;;;;;;;;;;;;;;;;;;;;IDENTIFN_78530910;;;;105;;IDENTIFD_78530910;N;;;APELLIDOP_78530910;;F;Mar 24 1969 12;12:00:00 AM;92;;A;;;;PA;2;;1;;;Jan 1 2050 12;12:00:00 AM;A;;;NOMBRELAR_78530910;sa;;;N;;;0;;S;;;;;;;;OTR;;;;;NOMBRE2_78530910;;B;NOMBRE1_78530910;92;9299;;;0;1;0;;N;;;;;
78530928;NOMBRE_78530928;P;1;238;IDENTIFCR_78530928;Aug 29 2008 12;12:00:00 AM;Mar 31 2010  8;44PM;;2;;;;;;;1;19;1000;S;N;COMENTARIO_78530928;0;NOMLAR_78530928;;;;;4;;;;;;;;;;;;;;;;;;;;;;IDENTIFN_78530928;;;;59;;IDENTIFD_78530928;N;;;APELLIDOP_78530928;;F;Aug 13 1984 12;12:00:00 AM;200;;S;;;;PA;2;;1;;;Aug 16 2011 12;12:00:00 AM;A;;;NOMBRELAR_78530928;sa;;;N;;;0;;S;;;;;;;;OTR;;;;;NOMBRE2_78530928;;A;NOMBRE1_78530928;92;9299;;;0;1;0;;N;;;;;
78530936;NOMBRE_78530936;P;1;122;IDENTIFCR_78530936;Sep 30 2017 12;12:00:00 AM;Sep 30 2017 12;12:00:00 AM;;2;;;;;;;1;1;1900;S;N;COMENTARIO_78530936;0;NOMLAR_78530936;;;;;4;;;;;;;;;;;;;;;;;;;;;APELLIDOC_78530936;IDENTIFN_78530936;;;;105;;IDENTIFD_78530936;N;;;APELLIDOP_78530936;APELLIDOS_78530936;F;Oct 13 1979 12;12:00:00 AM;0;;C;;;;PA;;;1;;;;A;;;NOMBRELAR_78530936;sa;;;S;;;0;;;;;;;;;;OTR;;;;;NOMBRE2_78530936;;;NOMBRE1_78530936;92;9299;;;0;1;0;;N;;;;;;
78530944;NOMBRE_78530944;P;1;122;IDENTIFCR_78530944;Jul 31 2012 12;12:00:00 AM;Jul 31 2012 10;08:00:00 AM;;2;;;;;;;1;1;1900;S;N;COMENTARIO_78530944;0;NOMLAR_78530944;;;;;4;;;;;;;;;;;;;;;;;;;;;APELLIDOC_78530944;IDENTIFN_78530944;;;;105;;IDENTIFD_78530944;N;;;APELLIDOP_78530944;APELLIDOS_78530944;F;Jan 30 1979 12;12:00:00 AM;0;;C;;;;PA;;;1;;;;A;;;NOMBRELAR_78530944;sa;;;S;;;1;;;;;;;;;;OTR;;;;;NOMBRE2_78530944;;;NOMBRE1_78530944;92;9204;;;0;1;0;;N;;;;;;
78530952;NOMBRE_78530952;P;1;122;IDENTIFCR_78530952;Feb 26 2012 12;12:00:00 AM;Feb 26 2012 12;12:00:00 AM;;2;;;;;;;1;1;1900;S;N;COMENTARIO_78530952;;NOMLAR_78530952;;;;N;4;;;;;;;;COMCOMP_78530952;;;;;;;;;;;;;;IDENTIFN_78530952;;;;105;;IDENTIFD_78530952;N;;;APELLIDOP_78530952;APELLIDOS_78530952;F;Aug 7 1970 12;12:00:00 AM;0;;S;;;;PA;;;1;;Feb 26 2012 12;12:00:00 AM;;A;;;NOMBRELAR_78530952;;;;;;;0;;;;;;;;;;OTR;;;;;NOMBRE2_78530952;;A;NOMBRE1_78530952;92;9299;;;0;1;0;;N;;;;;
78530960;NOMBRE_78530960;P;1;122;IDENTIFCR_78530960;Feb 26 2012 12;12:00:00 AM;Sep 30 2024  3;22PM;;2;;;;;;;1;1;1600;S;N;COMENTARIO_78530960;;NOMLAR_78530960;;;;N;4;;;;;;;;COMCOMP_78530960;;;;;;;;;;;;;;IDENTIFN_78530960;;;0;82;;IDENTIFD_78530960;N;B&P;;APELLIDOP_78530960;APELLIDOS_78530960;F;May 7 1983 12;12:00:00 AM;1000;;S;;;;PA;1;;1;;;;A;;CLIENTE ACTUALIZADA;NOMBRELAR_78530960;;ni31499;132;S;;;0;;S;;;;;;;;OTR;;;;Sep 30 2024  3;22PM;NOMBRE2_78530960;1;G;NOMBRE1_78530960;92;9204;;;0;1;0;607;N;;;;;
78530979;NOMBRE_78530979;P;1;122;IDENTIFCR_78530979;Mar 4 2016 12;12:00:00 AM;Apr 26 2024  4;10:00:00 PM;;2;;;;;;;1;1;1000;S;N;COMENTARIO_78530979;0;NOMLAR_78530979;;;;;4;;;;;;;;;;;;;;;;;;;;;APELLIDOC_78530979;IDENTIFN_78530979;;;;96;;IDENTIFD_78530979;N;;;APELLIDOP_78530979;APELLIDOS_78530979;F;May 1 1986 12;12:00:00 AM;107;;C;;;;PA;2;;1;;;;A;;;NOMBRELAR_78530979;sa;;;S;Dec 18 2015 12;12:00:00 AM;Dec 18 2025 12;12:00:00 AM;1;;;;;;;;;;OTR;;;;;NOMBRE2_78530979;1;C;NOMBRE1_78530979;92;9299;;;0;1;0;1003;N;;;;
78530987;NOMBRE_78530987;P;1;172;IDENTIFCR_78530987;Dec 19 2022 12;12:00:00 AM;Dec 19 2022 12;12:00:00 AM;;1;0;0;;;0;;1;0;1200;S;N;COMENTARIO_78530987;0;NOMLAR_78530987;;;;;4;;;;;;;;;;;;;;;;;;;;;;IDENTIFN_78530987;;;;;;IDENTIFD_78530987;;;;APELLIDOP_78530987;;F;Jan 16 1990 12;12:00:00 AM;92;;C;;;;PA;0;0;0;0;;;A;;;NOMBRELAR_78530987;ni934923;;;S;;;;;N;;;;;;Sep 4 2019 12;12:00:00 AM;Sep 4 2029 12;12:00:00 AM;;;; ;;NOMBRE2_78530987;;;NOMBRE1_78530987;92;9299;;;0;1;0;;N;;;;
78530995;NOMBRE_78530995;P;1;122;IDENTIFCR_78530995;Nov 19 2013 12;12:00:00 AM;Jul 5 2014  5;57AM;;2;;;;;;;1;1;1900;S;N;COMENTARIO_78530995;0;NOMLAR_78530995;;;;;4;;;;;;;;;;;;;;;;;;;;;APELLIDOC_78530995;IDENTIFN_78530995;;;;105;;IDENTIFD_78530995;N;;;APELLIDOP_78530995;APELLIDOS_78530995;F;Nov 18 1977 12;12:00:00 AM;0;;C;;;;PA;;;1;;;;A;;;NOMBRELAR_78530995;sa;;;S;;;0;;;;;;;;;;OTR;;;;;NOMBRE2_78530995;;;NOMBRE1_78530995;92;9221;;;0;1;0;;N;;;;;;
78531002;NOMBRE_78531002;P;1;122;IDENTIFCR_78531002;Feb 26 2012 12;12:00:00 AM;Feb 26 2012 12;12:00:00 AM;;2;;;;;;;1;1;1900;S;N;COMENTARIO_78531002;;NOMLAR_78531002;;;;N;4;;;;;;;;COMCOMP_78531002;;;;;;;;;;;;;;IDENTIFN_78531002;;;;105;;IDENTIFD_78531002;N;;;APELLIDOP_78531002;APELLIDOS_78531002;M;Jan 1 1900 12;12:00:00 AM;0;;S;;;;PA;;;1;;Feb 26 2012 12;12:00:00 AM;;A;;;NOMBRELAR_78531002;;;;;;;0;;;;;;;;;;OTR;;;;;NOMBRE2_78531002;;A;NOMBRE1_78531002;92;9299;;;0;1;0;;N;;;;;
78531010;NOMBRE_78531010;P;1;238;IDENTIFCR_78531010;May 23 2006 12;12:00:00 AM;Feb 14 2023  4;56PM;;2;;;;;;;1;19;1000;S;N;COMENTARIO_78531010;0;NOMLAR_78531010;;;;;4;;;;;;;;;;;;;;;;;;;;;;IDENTIFN_78531010;;;0;105;;IDENTIFD_78531010;N;;;APELLIDOP_78531010;APELLIDOS_78531010;M;Feb 7 1981 12;12:00:00 AM;323;;C;;;;PA;2;;1;;;;A;;CLIENTE ACTUALIZADO;NOMBRELAR_78531010;sa;pr00097;132;N;;;0;;S;;;;;;;;OTR;;;;Feb 14 2023 11;47AM;NOMBRE2_78531010;1;D;NOMBRE1_78531010;92;9204;;;0;1;0;1003;N;;;;;
78531029;NOMBRE_78531029;P;1;122;IDENTIFCR_78531029;Oct 13 2021 12;12:00:00 AM;Sep 25 2024  4;34PM;;2;;;;;;;1;1;1600;S;N;COMENTARIO_78531029;0;NOMLAR_78531029;;;;;4;;;;;;;;;;;;;;;;;;;;;APELLIDOC_78531029;IDENTIFN_78531029;;;;105;;IDENTIFD_78531029;N;;;APELLIDOP_78531029;APELLIDOS_78531029;M;Jun 7 1987 12;12:00:00 AM;1000;;C;;;;PA;3;;1;;;;A;;;NOMBRELAR_78531029;sa;pr33931;;S;Nov 29 2019 12;12:00:00 AM;Nov 29 2029 12;12:00:00 AM;;;;;;;;;;;OTR;;;;;NOMBRE2_78531029;1;I;NOMBRE1_78531029;92;9299;;;0;1;0;801;N;;;;
78531037;NOMBRE_78531037;P;1;122;IDENTIFCR_78531037;Jan 9 2023 12;12:00:00 AM;Jan 9 2023 12;12:00:00 AM;;2;;;;;;;1;1;1900;S;N;COMENTARIO_78531037;0;NOMLAR_78531037;;;;;4;;;;;;;;;;;;;;;;;;;;;APELLIDOC_78531037;IDENTIFN_78531037;;;;105;;IDENTIFD_78531037;N;;;APELLIDOP_78531037;APELLIDOS_78531037;M;Mar 10 1998 12;12:00:00 AM;0;;S;;;;PA;;;;;;;A;;;NOMBRELAR_78531037;sa;;;S;;;;;;;;;;;;;OTR;;;;;NOMBRE2_78531037;;;NOMBRE1_78531037;92;9299;;;0;1;0;;N;;;;;;
78531045;NOMBRE_78531045;P;1;122;IDENTIFCR_78531045;Jan 23 2016 12;12:00:00 AM;Oct 1 2024 11;05:00:00 AM;;2;;;;;;;1;1;1600;S;N;COMENTARIO_78531045;0;NOMLAR_78531045;;;;;4;;;;;;;;;;;;;;;;;;;;;;IDENTIFN_78531045;;;0;105;;IDENTIFD_78531045;N;B&P;;APELLIDOP_78531045;APELLIDOS_78531045;M;Aug 7 1987 12;12:00:00 AM;800;;S;;;;PA;3;;1;;;;A;;CLIENTE ACTUALIZADO;NOMBRELAR_78531045;sa;ni934578;132;S;;;1;;S;;;;;;;;OTR;;;;Jul 24 2023  8;35AM;NOMBRE2_78531045;1;D;NOMBRE1_78531045;92;9299;;;0;1;0;1703;N;;;;;
78531053;NOMBRE_78531053;P;1;122;IDENTIFCR_78531053;May 18 2016 12;12:00:00 AM;May 18 2016 12;12:00:00 AM;;2;;;;;;;1;1;1900;S;N;COMENTARIO_78531053;0;NOMLAR_78531053;;;;;4;;;;;;;;;;;;;;;;;;;;;APELLIDOC_78531053;IDENTIFN_78531053;;;;105;;IDENTIFD_78531053;N;;;APELLIDOP_78531053;APELLIDOS_78531053;M;May 2 1991 12;12:00:00 AM;0;;C;;;;PA;;;1;;;;A;;;NOMBRELAR_78531053;sa;;;S;;;0;;;;;;;;;;OTR;;;;;NOMBRE2_78531053;;;NOMBRE1_78531053;92;9299;;;0;1;0;;N;;;;;;
78531061;NOMBRE_78531061;P;1;122;IDENTIFCR_78531061;Dec 18 2015 12;12:00:00 AM;Dec 18 2015 12;12:00:00 AM;;2;;;;;;;1;1;1900;S;N;COMENTARIO_78531061;0;NOMLAR_78531061;;;;;4;;;;;;;;;;;;;;;;;;;;;APELLIDOC_78531061;IDENTIFN_78531061;;;;105;;IDENTIFD_78531061;N;;;APELLIDOP_78531061;APELLIDOS_78531061;M;Oct 21 1991 12;12:00:00 AM;0;;S;;;;PA;;;1;;;;A;;;NOMBRELAR_78531061;sa;;;S;;;1;;;;;;;;;;OTR;;;;;NOMBRE2_78531061;;;NOMBRE1_78531061;92;9299;;;0;1;0;;N;;;;;;
78531070;NOMBRE_78531070;P;1;122;IDENTIFCR_78531070;Feb 29 2016 12;12:00:00 AM;Mar 17 2023 10;52AM;;2;;;;;;;1;1;1900;S;N;COMENTARIO_78531070;0;NOMLAR_78531070;;;;;4;;;;;;;;;;;;;;;;;;;;;;IDENTIFN_78531070;;;0;105;;IDENTIFD_78531070;N;;;APELLIDOP_78531070;APELLIDOS_78531070;M;Oct 20 1984 12;12:00:00 AM;0;;A;;;;PA;;;1;;;;A;;;NOMBRELAR_78531070;sa;ni934884;132;S;;;0;;S;;;;;;;;OTR;;;;Mar 17 2023 10;52AM;NOMBRE2_78531070;1;A;NOMBRE1_78531070;92;9299;;;0;1;0;1003;N;;;;;
78531088;NOMBRE_78531088;P;1;122;IDENTIFCR_78531088;Sep 19 2017 12;12:00:00 AM;Sep 19 2017 12;12:00:00 AM;;2;;;;;;;1;1;1900;S;N;COMENTARIO_78531088;0;NOMLAR_78531088;;;;;4;;;;;;;;;;;;;;;;;;;;;APELLIDOC_78531088;IDENTIFN_78531088;;;;105;;IDENTIFD_78531088;N;;;APELLIDOP_78531088;APELLIDOS_78531088;M;Jan 21 1989 12;12:00:00 AM;0;;C;;;;PA;;;;;;;A;;;NOMBRELAR_78531088;sa;;;S;;;;;;;;;;;;;OTR;;;;;NOMBRE2_78531088;;;NOMBRE1_78531088;92;9299;;;0;1;0;;N;;;;;;
78531096;NOMBRE_78531096;P;1;122;IDENTIFCR_78531096;Jul 20 2016 12;12:00:00 AM;Mar 17 2022  9;57AM;;2;;;;;;;1;1;1900;S;N;COMENTARIO_78531096;0;NOMLAR_78531096;;;;;4;;;;;;;;;;;;;;;;;;;;;APELLIDOC_78531096;IDENTIFN_78531096;;;;105;;IDENTIFD_78531096;N;;;APELLIDOP_78531096;APELLIDOS_78531096;M;Jan 11 1981 12;12:00:00 AM;0;;S;;;;PA;;;1;;;;A;;;NOMBRELAR_78531096;sa;pr00012;;S;;;1;;;;;;;;;;OTR;;;;;NOMBRE2_78531096;;;NOMBRE1_78531096;92;9299;;;0;1;0;;N;;;;;;
78531100;NOMBRE_78531100;P;1;172;IDENTIFCR_78531100;Mar 2 2015 12;12:00:00 AM;Mar 12 2015  1;55PM;;2;0;0;;;0;;1;22;1000;S;N;COMENTARIO_78531100;0;NOMLAR_78531100;;;;;4;;;;;;;;;;;;;;;;;;;;;;IDENTIFN_78531100;;;0;73;;IDENTIFD_78531100;N;PYME;;APELLIDOP_78531100;APELLIDOS_78531100;M;Dec 5 1990 12;12:00:00 AM;92;;S;;;;PA;1;0;1;0;;;A;;CLIENTE ACTUALIZADO;NOMBRELAR_78531100;em44478;fa29038;132;S;;;0;;S;;;;;;;;OTR;;;;Mar 12 2015  1;55PM;NOMBRE2_78531100;1;B;NOMBRE1_78531100;92;9299;;;0;1;0;;N;;;;;
78531118;NOMBRE_78531118;P;1;122;IDENTIFCR_78531118;May 13 2022 12;12:00:00 AM;Jul 25 2022  5;30PM;;2;;;;;;;1;1;1900;S;N;COMENTARIO_78531118;0;NOMLAR_78531118;;;;;4;;;;;;;;;;;;;;;;;;;;;APELLIDOC_78531118;IDENTIFN_78531118;;;;105;;IDENTIFD_78531118;N;;;APELLIDOP_78531118;APELLIDOS_78531118;M;May 28 1993 12;12:00:00 AM;0;;S;;;;PA;;;1;;;;A;;;NOMBRELAR_78531118;sa;jt20292;;S;;;;;;;;;;;;;OTR;;;;;NOMBRE2_78531118;;;NOMBRE1_78531118;92;9299;;;0;1;0;;N;;;;;;
78531126;NOMBRE_78531126;P;1;122;IDENTIFCR_78531126;May 10 2022 12;12:00:00 AM;May 10 2022 12;12:00:00 AM;;2;;;;;;;1;1;1900;S;N;COMENTARIO_78531126;0;NOMLAR_78531126;;;;;4;;;;;;;;;;;;;;;;;;;;;APELLIDOC_78531126;IDENTIFN_78531126;;;;105;;IDENTIFD_78531126;N;;;APELLIDOP_78531126;APELLIDOS_78531126;M;Feb 16 2001 12;12:00:00 AM;0;;S;;;;PA;;;;;;;A;;;NOMBRELAR_78531126;sa;;;S;;;;;;;;;;;;;OTR;;;;;NOMBRE2_78531126;;;NOMBRE1_78531126;92;9299;;;0;1;0;;N;;;;;;
78531134;NOMBRE_78531134;P;1;122;IDENTIFCR_78531134;Jun 5 2018 12;12:00:00 AM;Jan 30 2023 10;49AM;;2;;;;;;;1;1;1000;S;N;COMENTARIO_78531134;0;NOMLAR_78531134;;;;;4;;;;;;;;;;;;;;;;;;;;;;IDENTIFN_78531134;;;0;105;;IDENTIFD_78531134;N;COM;;APELLIDOP_78531134;APELLIDOS_78531134;M;Oct 16 1987 12;12:00:00 AM;306;;S;;;;PA;1;;1;;;;A;;CLIENTE ACTUALIZADO;NOMBRELAR_78531134;sa;pr00079;132;S;;;0;;S;;;;;;;;OTR;;;;Jan 30 2023 10;49AM;NOMBRE2_78531134;1;D;NOMBRE1_78531134;92;9299;;;0;1;0;1003;N;;;;;
